B12002A_001E,B12002A_001M,B12002A_002E,B12002A_002M,B12002A_003E,B12002A_003M,B12002A_004E,B12002A_004M,B12002A_005E,B12002A_005M,B12002A_006E,B12002A_006M,B12002A_007E,B12002A_007M,B12002A_008E,B12002A_008M,B12002A_009E,B12002A_009M,B12002A_010E,B12002A_010M,B12002A_011E,B12002A_011M,B12002A_012E,B12002A_012M,B12002A_013E,B12002A_013M,B12002A_001M,B12002A_001EA,B12002A_001MA,B12002A_002M,B12002A_002EA,B12002A_002MA,B12002A_003M,B12002A_003EA,B12002A_003MA,B12002A_004M,B12002A_004EA,B12002A_004MA,B12002A_005M,B12002A_005EA,B12002A_005MA,B12002A_006M,B12002A_006EA,B12002A_006MA,B12002A_007M,B12002A_007EA,B12002A_007MA,B12002A_008M,B12002A_008EA,B12002A_008MA,B12002A_009M,B12002A_009EA,B12002A_009MA,B12002A_010M,B12002A_010EA,B12002A_010MA,B12002A_011M,B12002A_011EA,B12002A_011MA,B12002A_012M,B12002A_012EA,B12002A_012MA,B12002A_013M,B12002A_013EA,B12002A_013MA,state
13290624,22331,6467740,13636,2040566,18295,3302253,22099,115188,5566,230440,8964,779293,11320,6822884,13029,1662958,17119,3188116,26051,160097,6907,780414,12810,1031299,16959,22331,null,null,13636,null,null,18295,null,null,22099,null,null,5566,null,null,8964,null,null,11320,null,null,13029,null,null,17119,null,null,26051,null,null,6907,null,null,12810,null,null,16959,null,null,12
4974739,13248,2443456,7113,741491,13236,1346626,15008,32572,3673,66593,4152,256174,9011,2531283,8727,583176,9317,1334580,14300,51556,4152,238471,6994,323500,9990,13248,null,null,7113,null,null,13236,null,null,15008,null,null,3673,null,null,4152,null,null,9011,null,null,8727,null,null,9317,null,null,14300,null,null,4152,null,null,6994,null,null,9990,null,null,13
308582,3147,167337,1935,55057,3564,89378,3691,1729,613,4679,1027,16494,1925,141245,1901,34955,2098,73787,2676,1276,703,11523,1325,19704,1780,3147,null,null,1935,null,null,3564,null,null,3691,null,null,613,null,null,1027,null,null,1925,null,null,1901,null,null,2098,null,null,2676,null,null,703,null,null,1325,null,null,1780,null,null,15
1200505,5402,595699,3370,177738,5496,329924,7294,5712,1243,15731,1776,66594,4846,604806,3410,139778,5528,326495,8220,7199,1683,45875,2581,85459,4775,5402,null,null,3370,null,null,5496,null,null,7294,null,null,1243,null,null,1776,null,null,4846,null,null,3410,null,null,5528,null,null,8220,null,null,1683,null,null,2581,null,null,4775,null,null,16
7559204,17315,3701467,9629,1270148,12450,1948271,15642,38754,3095,104388,4400,339906,8570,3857737,10332,1077001,12530,1916763,16155,49808,3889,365413,6808,448752,10551,17315,null,null,9629,null,null,12450,null,null,15642,null,null,3095,null,null,4400,null,null,8570,null,null,10332,null,null,12530,null,null,16155,null,null,3889,null,null,6808,null,null,10551,null,null,17
4534470,7325,2216511,4458,704398,8498,1162673,10011,24585,2620,62966,3399,261889,7891,2317959,4594,586496,7832,1158902,11812,31096,3454,216420,5272,325045,8614,7325,null,null,4458,null,null,8498,null,null,10011,null,null,2620,null,null,3399,null,null,7891,null,null,4594,null,null,7832,null,null,11812,null,null,3454,null,null,5272,null,null,8614,null,null,18
2316749,3380,1138382,2452,362714,6407,619983,7677,10679,1724,30707,2237,114299,4475,1178367,2228,286526,5287,621372,8098,14894,1934,117453,3659,138122,4776,3380,null,null,2452,null,null,6407,null,null,7677,null,null,1724,null,null,2237,null,null,4475,null,null,2228,null,null,5287,null,null,8098,null,null,1934,null,null,3659,null,null,4776,null,null,19
1982767,5468,976892,3861,308337,6277,525348,7083,9073,1425,29199,2284,104935,4930,1005875,3075,245610,5561,520936,7800,14535,1805,97601,3961,127193,5034,5468,null,null,3861,null,null,6277,null,null,7083,null,null,1425,null,null,2284,null,null,4930,null,null,3075,null,null,5561,null,null,7800,null,null,1805,null,null,3961,null,null,5034,null,null,20
3178169,4786,1546859,3574,472655,7625,805325,10941,26594,3010,51169,3290,191116,6636,1631310,2743,384427,6926,797493,10845,41534,3338,170185,3804,237671,6441,4786,null,null,3574,null,null,7625,null,null,10941,null,null,3010,null,null,3290,null,null,6636,null,null,2743,null,null,6926,null,null,10845,null,null,3338,null,null,3804,null,null,6441,null,null,21
2392213,4899,1170543,3299,384706,8026,602061,9019,18990,2492,32903,2572,131883,4808,1221670,3185,305814,6031,595855,9186,27617,3416,121927,4280,170457,6980,4899,null,null,3299,null,null,8026,null,null,9019,null,null,2492,null,null,2572,null,null,4808,null,null,3185,null,null,6031,null,null,9186,null,null,3416,null,null,4280,null,null,6980,null,null,22
1070737,1408,519191,1010,164843,4569,260649,6859,5188,1220,16110,1861,72401,4301,551546,1141,137975,4154,267336,6132,5880,1297,54929,2481,85426,4021,1408,null,null,1010,null,null,4569,null,null,6859,null,null,1220,null,null,1861,null,null,4301,null,null,1141,null,null,4154,null,null,6132,null,null,1297,null,null,2481,null,null,4021,null,null,23
2843358,9366,1385268,5459,452272,7241,750349,9699,23990,2451,36754,2714,121903,5534,1458090,5346,385477,6375,747029,10208,25700,2298,136028,3838,163856,5308,9366,null,null,5459,null,null,7241,null,null,9699,null,null,2451,null,null,2714,null,null,5534,null,null,5346,null,null,6375,null,null,10208,null,null,2298,null,null,3838,null,null,5308,null,null,24
4553103,12068,2180507,7092,829023,11026,1077963,12388,25535,3319,60883,3717,187103,8057,2372596,6411,770542,9492,1072880,11935,41562,3287,213312,5560,274300,7049,12068,null,null,7092,null,null,11026,null,null,12388,null,null,3319,null,null,3717,null,null,8057,null,null,6411,null,null,9492,null,null,11935,null,null,3287,null,null,5560,null,null,7049,null,null,25
6504553,6949,3192352,4343,1044393,10364,1675451,11111,26517,2458,95561,3471,350430,7780,3312201,3888,860612,9903,1681863,13384,34019,2195,311537,5812,424170,7474,6949,null,null,4343,null,null,10364,null,null,11111,null,null,2458,null,null,3471,null,null,7780,null,null,3888,null,null,9903,null,null,13384,null,null,2195,null,null,5812,null,null,7474,null,null,26
3806327,4366,1876835,3055,622722,8325,1012872,9844,13546,1934,46590,2559,181105,5710,1929492,2952,504663,7105,1022623,9515,15759,1587,165526,3647,220921,5808,4366,null,null,3055,null,null,8325,null,null,9844,null,null,1934,null,null,2559,null,null,5710,null,null,2952,null,null,7105,null,null,9515,null,null,1587,null,null,3647,null,null,5808,null,null,27
1439952,3111,702346,2697,199914,6178,387893,6854,12589,2424,21269,2444,80681,4611,737606,2371,157552,5223,384368,8280,15239,2627,86955,4035,93492,4393,3111,null,null,2697,null,null,6178,null,null,6854,null,null,2424,null,null,2444,null,null,4611,null,null,2371,null,null,5223,null,null,8280,null,null,2627,null,null,4035,null,null,4393,null,null,28
4131100,4722,2016998,2830,619206,8711,1075345,11006,28784,2795,66252,3617,227411,7249,2114102,3384,505144,7656,1077066,10944,37293,3047,213248,5602,281351,7900,4722,null,null,2830,null,null,8711,null,null,11006,null,null,2795,null,null,3617,null,null,7249,null,null,3384,null,null,7656,null,null,10944,null,null,3047,null,null,5602,null,null,7900,null,null,29
771423,1378,388091,1417,122737,3640,206595,5399,3477,877,10675,1351,44607,3357,383332,1113,89499,3912,205049,5388,4789,1160,33913,2533,50082,3291,1378,null,null,1417,null,null,3640,null,null,5399,null,null,877,null,null,1351,null,null,3357,null,null,1113,null,null,3912,null,null,5388,null,null,1160,null,null,2533,null,null,3291,null,null,30
1346698,3842,665620,2829,211838,5165,364542,6128,5766,1280,19311,1596,64163,3439,681078,2349,172331,4269,353378,6302,7423,1228,66985,2942,80961,4140,3842,null,null,2829,null,null,5165,null,null,6128,null,null,1280,null,null,1596,null,null,3439,null,null,2349,null,null,4269,null,null,6302,null,null,1228,null,null,2942,null,null,4140,null,null,31
1629935,10520,823013,6981,279870,6789,384690,7755,15697,2380,21149,2192,121607,5786,806922,5356,213166,6856,371393,7267,18126,2563,73667,3086,130570,6429,10520,null,null,6981,null,null,6789,null,null,7755,null,null,2380,null,null,2192,null,null,5786,null,null,5356,null,null,6856,null,null,7267,null,null,2563,null,null,3086,null,null,6429,null,null,32
1058114,2260,521056,1700,168059,4371,274879,5501,5198,1099,15231,1735,57689,3466,537058,1390,140624,3768,271307,6139,6557,1552,46233,2663,72337,4856,2260,null,null,1700,null,null,4371,null,null,5501,null,null,1099,null,null,1735,null,null,3466,null,null,1390,null,null,3768,null,null,6139,null,null,1552,null,null,2663,null,null,4856,null,null,33
5080744,16793,2466805,9793,860597,11837,1319351,12984,30849,3040,68349,3478,187659,7249,2613939,9367,740148,9739,1269817,12763,48064,3674,266911,5895,288999,7838,16793,null,null,9793,null,null,11837,null,null,12984,null,null,3040,null,null,3478,null,null,7249,null,null,9367,null,null,9739,null,null,12763,null,null,3674,null,null,5895,null,null,7838,null,null,34
1256099,8973,618225,5723,212825,6647,298178,7256,8399,1496,20227,2015,78596,4920,637874,5332,178521,6108,291923,7737,10610,1930,61222,4087,95598,4633,8973,null,null,5723,null,null,6647,null,null,7256,null,null,1496,null,null,2015,null,null,4920,null,null,5332,null,null,6108,null,null,7737,null,null,1930,null,null,4087,null,null,4633,null,null,35
10562821,22127,5143638,12120,1922992,17270,2561265,19422,88493,5454,156104,4573,414784,10368,5419183,13536,1707169,14713,2478584,21714,117503,5964,535752,8007,580175,12498,22127,null,null,12120,null,null,17270,null,null,19422,null,null,5454,null,null,4573,null,null,10368,null,null,13536,null,null,14713,null,null,21714,null,null,5964,null,null,8007,null,null,12498,null,null,36
5821685,9840,2830540,6295,843569,10001,1570017,15953,60577,5037,81727,4284,274650,8411,2991145,6162,695518,9720,1566142,15632,73645,5467,295599,6074,360241,10100,9840,null,null,6295,null,null,10001,null,null,15953,null,null,5037,null,null,4284,null,null,8411,null,null,6162,null,null,9720,null,null,15632,null,null,5467,null,null,6074,null,null,10100,null,null,37
541539,2454,277204,1802,95617,3683,146440,4135,2417,831,7247,1035,25483,2257,264335,1530,66816,2891,145412,4157,1739,662,23636,1607,26732,2380,2454,null,null,1802,null,null,3683,null,null,4135,null,null,831,null,null,1035,null,null,2257,null,null,1530,null,null,2891,null,null,4157,null,null,662,null,null,1607,null,null,2380,null,null,38
7864326,6960,3828271,4131,1241941,10712,1990552,13755,49110,4377,117559,4516,429109,10427,4036055,4421,1039888,10109,2001028,16995,62976,4086,398892,6818,533271,10788,6960,null,null,4131,null,null,10712,null,null,13755,null,null,4377,null,null,4516,null,null,10427,null,null,4421,null,null,10109,null,null,16995,null,null,4086,null,null,6818,null,null,10788,null,null,39
2332195,5027,1144279,3142,328220,4976,616487,7618,20240,2151,39703,2361,139629,4980,1187916,3067,259017,5418,607174,7452,25385,2129,124786,4070,171554,5099,5027,null,null,3142,null,null,4976,null,null,7618,null,null,2151,null,null,2361,null,null,4980,null,null,3067,null,null,5418,null,null,7452,null,null,2129,null,null,4070,null,null,5099,null,null,40
2896747,8691,1419468,5245,461028,7625,732128,9583,18107,2061,36814,3128,171391,5982,1477279,5336,389568,6734,708332,10853,26979,2776,128462,4895,223938,7103,8691,null,null,5245,null,null,7625,null,null,9583,null,null,2061,null,null,3128,null,null,5982,null,null,5336,null,null,6734,null,null,10853,null,null,2776,null,null,4895,null,null,7103,null,null,41
8726483,10248,4243549,6471,1432763,13352,2215035,14655,68493,3632,140307,4986,386951,8955,4482934,5926,1233969,11163,2189502,15796,87903,4039,482458,7541,489102,9959,10248,null,null,6471,null,null,13352,null,null,14655,null,null,3632,null,null,4986,null,null,8955,null,null,5926,null,null,11163,null,null,15796,null,null,4039,null,null,7541,null,null,9959,null,null,42
728584,4167,346080,2653,127494,4543,162132,5374,2895,843,10482,1362,43077,3739,382504,2318,122590,3925,161177,5690,6215,1364,39644,2683,52878,3064,4167,null,null,2653,null,null,4543,null,null,5374,null,null,843,null,null,1362,null,null,3739,null,null,2318,null,null,3925,null,null,5690,null,null,1364,null,null,2683,null,null,3064,null,null,44
2790641,7176,1358727,4279,400859,7820,743078,10127,25595,3047,44637,3548,144558,6157,1431914,4218,325091,8243,745012,10986,38836,3689,150837,5360,172138,6627,7176,null,null,4279,null,null,7820,null,null,10127,null,null,3047,null,null,3548,null,null,6157,null,null,4218,null,null,8243,null,null,10986,null,null,3689,null,null,5360,null,null,6627,null,null,45
597229,1794,299243,1567,96150,3158,162424,4137,3465,984,7943,1227,29261,2347,297986,1476,72938,3274,159320,4403,2326,661,30801,2203,32601,2505,1794,null,null,1567,null,null,3158,null,null,4137,null,null,984,null,null,1227,null,null,2347,null,null,1476,null,null,3274,null,null,4403,null,null,661,null,null,2203,null,null,2505,null,null,46
4288638,5708,2084223,4391,610260,8865,1131057,12411,34111,3612,64536,3494,244259,9189,2204415,3841,499391,8020,1130534,13118,45835,4124,218958,5220,309697,7957,5708,null,null,4391,null,null,8865,null,null,12411,null,null,3612,null,null,3494,null,null,9189,null,null,3841,null,null,8020,null,null,13118,null,null,4124,null,null,5220,null,null,7957,null,null,47
16320278,28924,8059463,16908,2726248,24208,4231620,29871,145812,8021,200679,6473,755104,16527,8260815,16952,2262140,19473,4097122,28204,224468,9980,669655,10669,1007430,17408,28924,null,null,16908,null,null,24208,null,null,29871,null,null,8021,null,null,6473,null,null,16527,null,null,16952,null,null,19473,null,null,28204,null,null,9980,null,null,10669,null,null,17408,null,null,48
1985397,6746,988808,4195,318361,6900,559770,8368,10424,1687,16747,2000,83506,4575,996589,4161,259839,6723,558869,8652,16689,2652,56964,3223,104228,4990,6746,null,null,4195,null,null,6900,null,null,8368,null,null,1687,null,null,2000,null,null,4575,null,null,4161,null,null,6723,null,null,8652,null,null,2652,null,null,3223,null,null,4990,null,null,49
501377,740,244910,760,82830,2596,123572,3808,2479,660,7275,1034,28754,2637,256467,869,72184,2854,118858,3624,2515,847,25263,1727,37647,2495,740,null,null,760,null,null,2596,null,null,3808,null,null,660,null,null,1034,null,null,2637,null,null,869,null,null,2854,null,null,3624,null,null,847,null,null,1727,null,null,2495,null,null,50
4750041,8767,2333770,6625,736198,10929,1284725,13008,40872,3211,62120,3684,209855,6384,2416271,5347,605531,7811,1253572,13351,56975,4493,217728,5711,282465,7953,8767,null,null,6625,null,null,10929,null,null,13008,null,null,3211,null,null,3684,null,null,6384,null,null,5347,null,null,7811,null,null,13351,null,null,4493,null,null,5711,null,null,7953,null,null,51
4599992,9443,2286481,5861,740202,10101,1211786,11814,29200,3175,54069,3447,251224,7438,2313511,5800,582640,7144,1169894,13215,33323,2879,190004,4768,337650,8238,9443,null,null,5861,null,null,10101,null,null,11814,null,null,3175,null,null,3447,null,null,7438,null,null,5800,null,null,7144,null,null,13215,null,null,2879,null,null,4768,null,null,8238,null,null,53
1423886,2223,694316,1994,216929,6172,353596,6501,9612,1529,25566,2291,88613,4594,729570,2026,164781,3953,354530,6763,13092,1749,86575,3674,110592,4561,2223,null,null,1994,null,null,6172,null,null,6501,null,null,1529,null,null,2291,null,null,4594,null,null,2026,null,null,3953,null,null,6763,null,null,1749,null,null,3674,null,null,4561,null,null,54
4124122,5208,2040394,3208,669865,8433,1089898,10937,15055,1753,54437,2395,211139,5986,2083728,3392,549198,7674,1085018,11914,17687,1984,189173,5180,242652,6151,5208,null,null,3208,null,null,8433,null,null,10937,null,null,1753,null,null,2395,null,null,5986,null,null,3392,null,null,7674,null,null,11914,null,null,1984,null,null,5180,null,null,6151,null,null,55
434241,1972,221037,1698,65908,3103,119864,3736,3220,944,4697,902,27348,2684,213204,1285,51063,2697,113566,4267,2709,925,17540,1631,28326,2651,1972,null,null,1698,null,null,3103,null,null,3736,null,null,944,null,null,902,null,null,2684,null,null,1285,null,null,2697,null,null,4267,null,null,925,null,null,1631,null,null,2651,null,null,56
1913167,16986,886137,9931,375316,8791,358795,8715,20399,2492,27686,2303,103941,5763,1027030,9838,357568,7514,365917,9912,27388,2897,118420,4425,157737,5097,16986,null,null,9931,null,null,8791,null,null,8715,null,null,2492,null,null,2303,null,null,5763,null,null,9838,null,null,7514,null,null,9912,null,null,2897,null,null,4425,null,null,5097,null,null,72
2757399,4837,1338315,3081,373492,7863,737662,9163,17690,2357,45287,3217,164184,6306,1419084,3547,295515,6687,739744,9632,27768,3271,164667,5600,191390,7638,4837,null,null,3081,null,null,7863,null,null,9163,null,null,2357,null,null,3217,null,null,6306,null,null,3547,null,null,6687,null,null,9632,null,null,3271,null,null,5600,null,null,7638,null,null,01
393594,2524,211231,1938,73250,3144,107282,3669,3602,1113,4058,915,23039,2198,182363,1603,47398,2484,98751,3517,3013,846,9787,1103,23414,2370,2524,null,null,1938,null,null,3144,null,null,3669,null,null,1113,null,null,915,null,null,2198,null,null,1603,null,null,2484,null,null,3517,null,null,846,null,null,1103,null,null,2370,null,null,02
4332863,15502,2133547,8537,712585,10947,1082899,12040,27016,3039,64223,3499,246824,8773,2199316,9938,574966,10672,1051517,12019,36763,2927,207120,6767,328950,9775,15502,null,null,8537,null,null,10947,null,null,12040,null,null,3039,null,null,3499,null,null,8773,null,null,9938,null,null,10672,null,null,12019,null,null,2927,null,null,6767,null,null,9775,null,null,04
1883378,4053,918208,3017,249448,6805,504208,7954,16442,2285,30715,2600,117395,5708,965170,2797,199064,5347,496338,9226,22787,3168,106787,4359,140194,6752,4053,null,null,3017,null,null,6805,null,null,7954,null,null,2285,null,null,2600,null,null,5708,null,null,2797,null,null,5347,null,null,9226,null,null,3168,null,null,4359,null,null,6752,null,null,05
19262936,43170,9575724,24987,3621581,28047,4720790,30275,155087,6965,240023,8311,838243,16140,9687212,24374,2969704,22570,4476881,25748,218119,8948,819864,11789,1202644,16787,43170,null,null,24987,null,null,28047,null,null,30275,null,null,6965,null,null,8311,null,null,16140,null,null,24374,null,null,22570,null,null,25748,null,null,8948,null,null,11789,null,null,16787,null,null,06
3825872,9677,1912275,6239,648937,10157,992338,11630,20027,2249,41352,3145,209621,8064,1913597,5904,514606,8103,983281,10474,30104,2988,132242,4583,253364,6872,9677,null,null,6239,null,null,10157,null,null,11630,null,null,2249,null,null,3145,null,null,8064,null,null,5904,null,null,8103,null,null,10474,null,null,2988,null,null,4583,null,null,6872,null,null,08
2324094,9500,1119786,5995,391645,6062,578741,7620,8632,1639,34501,2495,106267,4314,1204308,4934,345334,6664,579173,8751,12617,2009,115916,3600,151268,5952,9500,null,null,5995,null,null,6062,null,null,7620,null,null,1639,null,null,2495,null,null,4314,null,null,4934,null,null,6664,null,null,8751,null,null,2009,null,null,3600,null,null,5952,null,null,09
557435,3431,268840,2243,88275,3214,142173,4218,3477,999,8347,1526,26568,2390,288595,1619,76411,3385,139785,4788,5712,1530,28495,1981,38192,2781,3431,null,null,2243,null,null,3214,null,null,4218,null,null,999,null,null,1526,null,null,2390,null,null,1619,null,null,3385,null,null,4788,null,null,1530,null,null,1981,null,null,2781,null,null,10
247657,2699,123831,2072,67473,2748,47829,3036,413,319,1038,462,7078,1537,123826,1505,66596,2982,43293,3018,1041,467,3950,882,8946,1465,2699,null,null,2072,null,null,2748,null,null,3036,null,null,319,null,null,462,null,null,1537,null,null,1505,null,null,2982,null,null,3018,null,null,467,null,null,882,null,null,1465,null,null,11
