GEO_ID,C27001H_001E,C27001H_001M,C27001H_002E,C27001H_002M,C27001H_003E,C27001H_003M,C27001H_004E,C27001H_004M,C27001H_005E,C27001H_005M,C27001H_006E,C27001H_006M,C27001H_007E,C27001H_007M,C27001H_008E,C27001H_008M,C27001H_009E,C27001H_009M,C27001H_010E,C27001H_010M,NAME,C27001H_001EA,C27001H_001MA,C27001H_002EA,C27001H_002MA,C27001H_003EA,C27001H_003MA,C27001H_004EA,C27001H_004MA,C27001H_005EA,C27001H_005MA,C27001H_006EA,C27001H_006MA,C27001H_007EA,C27001H_007MA,C27001H_008EA,C27001H_008MA,C27001H_009EA,C27001H_009MA,C27001H_010EA,C27001H_010MA,state
0400000US08,3806245,3705,752464,3172,724872,5053,27592,3691,2392060,4467,2221686,7933,170374,7149,661721,1058,659846,1218,1875,676,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,5195562,4715,1173482,4289,1101555,7318,71927,6114,3106132,4554,2824198,11876,281934,11030,915948,1488,911292,2071,4656,1499,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3714922,2666,836709,3340,806744,4881,29965,4179,2225054,3544,2077327,8696,147727,7346,653159,1158,651830,1504,1329,704,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2676030,3424,586094,3147,570677,3492,15417,2809,1600513,3915,1450990,8782,149523,8297,489423,1298,488045,1683,1378,952,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,7664249,5044,1546556,3623,1505907,6307,40649,4763,4650476,5467,4366778,11084,283698,10119,1467217,2177,1460592,2658,6625,1867,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2659848,2365,605202,3254,590047,3997,15155,2895,1558292,3414,1476012,6042,82280,5158,496354,917,495288,1133,1066,540,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1204308,1160,235895,2217,230859,2281,5036,1329,740171,2486,683154,4599,57017,3817,228242,475,227975,497,267,219,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2137285,1659,467685,2905,452496,3488,15189,2432,1246211,3230,1127152,6539,119059,5953,423389,1156,422619,1256,770,426,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,590563,1235,106177,1064,102677,1924,3500,1582,343423,1399,322175,3528,21248,3467,140963,513,140950,518,13,22,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4413780,2486,947493,2400,923452,3669,24041,3033,2663065,3009,2550159,6107,112906,5255,803222,942,801840,984,1382,626,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,900421,1258,189521,1427,180002,2129,9519,1897,527971,1904,473474,4836,54497,4307,182929,460,182398,516,531,293,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1231495,1245,233749,1525,221234,2320,12515,1810,737381,1897,655561,6016,81820,5876,260365,483,260024,522,341,204,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,6395695,5618,1266581,4870,1211559,7152,55022,5434,3840534,5744,3387809,14776,452725,13177,1288580,1831,1285898,2125,2682,995,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,5414229,5449,1159360,5024,1083361,6637,75999,6438,3254134,6106,2769604,16544,484530,15912,1000735,1419,998105,1604,2630,873,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,427701,1530,93234,868,86873,1578,6361,1606,271314,1728,236469,4282,34845,4183,63153,534,63036,535,117,102,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,3146535,2940,668979,3358,651719,4525,17260,3013,1851354,3636,1613908,9810,237446,9419,626202,993,625771,1042,431,253,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,574176,754,111047,1125,109507,1423,1540,748,348572,1452,328882,2244,19690,2141,114557,293,114458,303,99,94,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,1452711,2198,251177,1421,235426,3862,15751,3400,868508,2313,786555,5689,81953,4946,333026,870,332019,1060,1007,496,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1640738,1601,344701,2356,332322,3526,12379,3089,960676,2432,871714,6821,88962,5912,335361,683,334175,922,1186,694,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,2523270,3121,535710,2287,507311,3327,28399,2490,1491882,3242,1257581,6951,234301,7000,495678,1098,494105,1201,1573,620,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,4659986,2774,954614,3026,919787,4351,34827,3219,2810785,3479,2652829,6925,157956,5578,894587,1034,893030,1213,1557,577,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,30511,3917,5473,1781,5473,1781,0,228,20499,2964,16672,2795,3827,1218,4539,1052,4451,1055,88,138,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,5101132,4843,1058554,4196,1021710,5381,36844,3885,3069139,5680,2796829,11780,272310,10867,973439,1199,969056,1648,4383,1145,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,624165,1630,143826,1038,136280,1805,7546,1639,374919,1626,348811,3261,26108,2676,105420,380,105250,418,170,197,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,3184441,3314,640917,2809,615488,4309,25429,3382,1869011,3306,1629534,11467,239477,11086,674513,986,673723,1014,790,426,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,3119965,2793,584639,2210,566331,4355,18308,3729,1877221,2516,1730234,8018,146987,7640,658105,1346,656793,1391,1312,626,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,477250,1145,111777,1861,104352,2691,7425,2035,279743,1996,242913,3892,36830,3562,85730,337,85545,467,185,273,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,14311663,8626,2426630,4572,2368167,6530,58463,5082,8729379,8128,8226481,12091,502898,12390,3155654,3707,3146193,3861,9461,1461,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,1653125,2174,369517,2606,352628,3682,16889,2730,956880,3229,808077,8439,148803,8562,326728,1073,326315,1153,413,374,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,2337032,3187,430066,2707,420122,3075,9944,2456,1409072,2806,1348489,5891,60583,5112,497894,1085,497140,1120,754,340,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,11690876,8602,2452623,5424,2258531,10818,194092,9330,7041172,9151,6042094,23473,999078,21144,2197081,3037,2186862,4050,10219,2587,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,2986121,4596,589235,3290,577507,4162,11728,2387,1801437,4088,1730433,6353,71004,4695,595449,1432,593577,1485,1872,603,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,11192504,9222,1847512,6344,1731936,8599,115576,7223,6203383,8409,5273001,23051,930382,20955,3141609,2242,3125188,3386,16421,2744,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,4831114,6535,889658,3975,880304,4341,9354,2122,2993447,5373,2903551,8643,89896,7224,948009,1925,946839,1893,1170,430,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,256547,1131,32461,1221,32147,1291,314,373,195585,1206,193065,1427,2520,734,28501,359,28436,367,65,108,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,2441362,2604,721091,2964,687588,5860,33503,5167,1408687,2830,1289653,7939,119034,7654,311584,646,310477,943,1107,579,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,10675358,6623,2058548,5089,2011158,8142,47390,6519,6470594,6013,6173667,11399,296927,10327,2146216,2712,2140917,3271,5299,1656,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,4812853,5405,944856,4154,924532,4971,20324,2771,2862719,4048,2704105,8889,158614,7644,1005278,1960,1002505,2198,2773,1004,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,9067798,4883,1957182,4462,1862543,7940,94639,7486,5420255,5384,5006745,13309,413510,12195,1690361,2737,1684973,3222,5388,1432,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,4779133,3429,1053109,2886,993622,6628,59487,5883,2844477,3970,2502672,11222,341805,10636,881547,1429,878321,1782,3226,972,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,9598856,4413,1873621,4687,1782964,8431,90657,7109,5737578,5574,5385077,11053,352501,9734,1987657,2282,1983187,2484,4470,1029,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,7413125,3491,1533526,3493,1485427,5047,48099,3951,4450794,4405,4149530,9638,301264,9004,1428805,1639,1425771,1854,3034,893,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,1493799,1909,346036,2161,333814,2765,12222,1979,877282,2603,802181,4768,75101,4123,270481,527,269934,655,547,328,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1419416,1538,354825,1924,333844,4167,20981,3692,810309,2109,700220,7403,110089,6864,254282,598,253829,671,453,306,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,760169,2115,122495,1744,119378,2146,3117,1166,426803,2428,396735,4005,30068,3428,210871,1042,209704,1172,1167,577,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,282774,2002,44057,610,42942,856,1115,605,169764,2027,162001,2483,7763,1479,68953,542,68746,586,207,181,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,706353,917,162662,1581,156497,2263,6165,1511,411337,1726,371940,3655,39397,3515,132354,427,132179,418,175,142,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,5041393,3935,984792,3082,962861,4320,21931,3713,3085592,4070,2886835,10159,198757,9603,971009,1167,969666,1237,1343,536,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,742797,3462,126201,1465,123549,1863,2652,1171,462223,3014,443119,3781,19104,2721,154373,627,154205,672,168,184,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,3845089,3785,677723,2792,643435,4797,34288,3621,2174819,3983,1977645,11445,197174,10530,992547,1028,989026,1561,3521,1055,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,4917416,3738,1038551,3743,993938,5907,44613,5171,2953782,4184,2595756,13798,358026,13230,925083,1208,923583,1336,1500,510,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,2163717,1996,499476,2046,479278,3387,20198,2799,1267107,2802,1148049,5447,119058,5162,397134,832,396565,877,569,288,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
